0, -6.973468e-008, -1.190865e-007, 1.959794e-007 
6000, -1.775177e-007, -8.903217e-008, 1.409644e-007 
12000, -2.422619e-007, -3.681513e-008, 4.538082e-008 
18000, -2.461842e-007, 2.518703e-008, -6.811428e-008 
24000, -1.856798e-007, 8.181635e-008, -1.717745e-007 
30000, -7.261135e-008, 1.186246e-007, -2.391524e-007 
36000, 6.793196e-008, 1.253015e-007, -2.513753e-007 
42000, 2.029949e-007, 9.826340e-008, -2.018833e-007 
48000, 2.991206e-007, 4.179077e-008, -9.851172e-008 
54000, 3.301234e-007, -3.259031e-008, 3.764104e-008 
60000, 2.835362e-007, -1.084075e-007, 1.764226e-007 
66000, 1.642321e-007, -1.677713e-007, 2.850864e-007 
72000, -5.703467e-009, -1.953949e-007, 3.356502e-007 
78000, -1.909864e-007, -1.822300e-007, 3.115511e-007 
84000, -3.503142e-007, -1.278940e-007, 2.120889e-007 
90000, -4.452753e-007, -4.129548e-008, 5.357041e-008 
96000, -4.491075e-007, 6.076641e-008, -1.332535e-007 
102000, -3.533797e-007, 1.568213e-007, -3.090817e-007 
108000, -1.710331e-007, 2.251553e-007, -4.341671e-007 
114000, 6.506319e-008, 2.485468e-007, -4.769858e-007 
120000, 3.079641e-007, 2.183028e-007, -4.216254e-007 
126000, 5.058780e-007, 1.366909e-007, -2.722368e-007 
132000, 6.129772e-007, 1.716107e-008, -5.343971e-008 
138000, 5.995652e-007, -1.178075e-007, 1.936178e-007 
144000, 4.594121e-007, -2.409023e-007, 4.189404e-007 
150000, 2.125537e-007, -3.254394e-007, 5.736837e-007 
156000, -9.727188e-008, -3.510085e-007, 6.204866e-007 
162000, -4.102998e-007, -3.081273e-007, 5.419924e-007 
168000, -6.621912e-007, -2.008835e-007, 3.456831e-007 
174000, -7.970817e-007, -4.690708e-008, 6.383022e-008 
180000, -7.796058e-007, 1.254583e-007, -2.516833e-007 
186000, -6.033626e-007, 2.823462e-007, -5.388655e-007 
192000, -2.939025e-007, 3.909753e-007, -7.377107e-007 
198000, 9.465893e-008, 4.263915e-007, -8.025403e-007 
204000, 4.890248e-007, 3.769738e-007, -7.120827e-007 
210000, 8.104896e-007, 2.475234e-007, -4.751262e-007 
216000, 9.905197e-007, 5.918797e-008, -1.303814e-007 
222000, 9.850782e-007, -1.539152e-007, 2.597006e-007 
228000, 7.847440e-007, -3.508567e-007, 6.201987e-007 
234000, 4.183879e-007, -4.917240e-007, 8.780537e-007 
240000, -5.063186e-008, -5.456313e-007, 9.767294e-007 
246000, -5.353410e-007, -4.973138e-007, 8.882841e-007 
252000, -9.412383e-007, -3.509264e-007, 6.203229e-007 
258000, -1.184634e-006, -1.301626e-007, 2.162167e-007 
264000, -1.209690e-006, 1.254921e-007, -2.517569e-007 
270000, -1.000731e-006, 3.677998e-007, -6.952992e-007 
276000, -5.871780e-007, 5.488523e-007, -1.026714e-006 
282000, -3.982091e-008, 6.304875e-007, -1.176147e-006 
288000, 5.412011e-007, 5.922002e-007, -1.106064e-006 
294000, 1.044692e-006, 4.359263e-007, -8.200070e-007 
300000, 1.369624e-006, 1.866343e-007, -3.636820e-007 
306000, 1.445260e-006, -1.115619e-007, 1.821616e-007 
312000, 1.246179e-006, -4.031854e-007, 7.159740e-007 
318000, 7.990788e-007, -6.317063e-007, 1.134278e-006 
324000, 1.797055e-007, -7.504643e-007, 1.351662e-006 
330000, -4.998657e-007, -7.320999e-007, 1.318046e-006 
336000, -1.111488e-006, -5.746027e-007, 1.029748e-006 
342000, -1.535080e-006, -3.026767e-007, 5.319900e-007 
348000, -1.682099e-006, 3.601239e-008, -8.797701e-008 
354000, -1.513786e-006, 3.791662e-007, -7.161168e-007 
360000, -1.050450e-006, 6.613079e-007, -1.232574e-006 
366000, -3.697049e-007, 8.262562e-007, -1.534511e-006 
372000, 4.064026e-007, 8.382477e-007, -1.556462e-006 
378000, 1.133249e-006, 6.895136e-007, -1.284207e-006 
384000, 1.670577e-006, 4.027351e-007, -7.592634e-007 
390000, 1.909504e-006, 2.773413e-008, -7.282956e-008 
396000, 1.794400e-006, -3.671506e-007, 6.500013e-007 
402000, 1.335274e-006, -7.075165e-007, 1.273036e-006 
408000, 6.079928e-007, -9.269098e-007, 1.674632e-006 
414000, -2.580949e-007, -9.797596e-007, 1.771372e-006 
420000, -1.103140e-006, -8.507236e-007, 1.535172e-006 
426000, -1.766301e-006, -5.585466e-007, 1.000345e-006 
432000, -2.116335e-006, -1.535316e-007, 2.589692e-007 
438000, -2.077454e-006, 2.910828e-007, -5.548928e-007 
444000, -1.645373e-006, 6.923662e-007, -1.289438e-006 
450000, -8.902013e-007, 9.731695e-007, -1.803446e-006 
456000, 5.472493e-008, 1.076937e-006, -1.993392e-006 
462000, 1.016361e-006, 9.790194e-007, -1.814156e-006 
468000, 1.813658e-006, 6.922350e-007, -1.289201e-006 
474000, 2.291652e-006, 2.654681e-007, -5.080106e-007 
480000, 2.351522e-006, -2.246154e-007, 3.890804e-007 
486000, 1.970784e-006, -6.873416e-007, 1.236094e-006 
492000, 1.209550e-006, -1.034816e-006, 1.872142e-006 
498000, 2.012906e-007, -1.198617e-006, 2.171976e-006 
504000, -8.705257e-007, -1.143221e-006, 2.070574e-006 
510000, -1.805839e-006, -8.735391e-007, 1.576923e-006 
516000, -2.425365e-006, -4.349857e-007, 7.741554e-007 
522000, -2.604940e-006, 9.410640e-008, -1.943421e-007 
528000, -2.300264e-006, 6.164776e-007, -1.150537e-006 
534000, -1.557139e-006, 1.033836e-006, -1.914508e-006 
540000, -5.049318e-007, 1.265363e-006, -2.338316e-006 
546000, 6.658959e-007, 1.263342e-006, -2.334617e-006 
552000, 1.738282e-006, 1.022891e-006, -1.894476e-006 
558000, 2.508847e-006, 5.838384e-007, -1.090796e-006 
564000, 2.826478e-006, 2.419882e-008, -6.638339e-008 
570000, 2.621888e-006, -5.536808e-007, 9.914172e-007 
576000, 1.922390e-006, -1.041858e-006, 1.885019e-006 
582000, 8.487775e-007, -1.346979e-006, 2.443538e-006 
588000, -4.054554e-007, -1.408126e-006, 2.555467e-006 
594000, -1.609009e-006, -1.208929e-006, 2.190838e-006 
600000, -2.535484e-006, -7.815288e-007, 1.408486e-006 
606000, -3.006002e-006, -2.014951e-007, 3.467402e-007 
612000, -2.923726e-006, 4.255232e-007, -8.010101e-007 
618000, -2.293608e-006, 9.830615e-007, -1.821578e-006 
624000, -1.223370e-006, 1.365498e-006, -2.521624e-006 
630000, 9.480705e-008, 1.498078e-006, -2.764311e-006 
636000, 1.418807e-006, 1.351502e-006, -2.496006e-006 
642000, 2.501102e-006, 9.482411e-007, -1.757843e-006 
648000, 3.135086e-006, 3.592347e-007, -6.796753e-007 
654000, 3.194534e-006, -3.085684e-007, 5.427291e-007 
660000, 2.658647e-006, -9.316470e-007, 1.683266e-006 
666000, 1.617728e-006, -1.392785e-006, 2.527373e-006 
672000, 2.581059e-007, -1.603150e-006, 2.912443e-006 
678000, -1.171226e-006, -1.519405e-006, 2.759146e-006 
684000, -2.404256e-006, -1.152561e-006, 2.087643e-006 
690000, -3.207536e-006, -5.667798e-007, 1.015376e-006 
696000, -3.424423e-006, 1.318244e-007, -2.634110e-007 
702000, -3.005609e-006, 8.144180e-007, -1.512891e-006 
708000, -2.019973e-006, 1.353240e-006, -2.499198e-006 
714000, -6.434432e-007, 1.645547e-006, -3.034264e-006 
720000, 8.723973e-007, 1.633227e-006, -3.011713e-006 
726000, 2.246334e-006, 1.314320e-006, -2.427960e-006 
732000, 3.219767e-006, 7.441853e-007, -1.384336e-006 
738000, 3.605457e-006, 2.592835e-008, -6.957604e-008 
744000, 3.323562e-006, -7.082497e-007, 1.274327e-006 
750000, 2.418039e-006, -1.321416e-006, 2.396720e-006 
756000, 1.050053e-006, -1.697485e-006, 3.085109e-006 
762000, -5.306721e-007, -1.763227e-006, 3.205446e-006 
768000, -2.031478e-006, -1.502528e-006, 2.728239e-006 
774000, -3.171029e-006, -9.601313e-007, 1.735389e-006 
780000, -3.732136e-006, -2.340134e-007, 4.062377e-007 
786000, -3.603208e-006, 5.423152e-007, -1.014823e-006 
792000, -2.800413e-006, 1.224383e-006, -2.263341e-006 
798000, -1.466165e-006, 1.683683e-006, -3.104085e-006 
804000, 1.560913e-007, 1.831927e-006, -3.375444e-006 
810000, 1.766314e-006, 1.638034e-006, -3.020527e-006 
816000, 3.063432e-006, 1.134600e-006, -2.098997e-006 
